Año,Mes,Año pago,Sistema,ZONA,RUTAS,VIAJES VALIDADOS,TOTAL,EMPRESA,
2023,1,2023,MI MACRO PERIFERICO,AMG,MP-A05-1-R,326,$163.00,OPERADORA MACROBUS SA DE CV,
2023,1,2023,MI MACRO PERIFERICO,AMG,MP-A05-2-P,183854,"$91,927.00",PERIBUS METROPOLITANO SA DE CV,
2023,1,2023,MI MACRO PERIFERICO,AMG,MP-A05-G,0,$0.00,#N/D,
2023,1,2023,MI MACRO PERIFERICO,AMG,MP-A06-P,217197,"$108,598.50",PERIBUS METROPOLITANO SA DE CV,
2023,1,2023,MI MACRO PERIFERICO,AMG,MP-A06-R,0,,OPERADORA MACROBUS SA DE CV,
2023,1,2023,MI MACRO PERIFERICO,AMG,MP-A07-P,34511,"$17,255.50",PERIBUS METROPOLITANO SA DE CV,
2023,1,2023,MI MACRO PERIFERICO,AMG,MP-A08-P,1445,$722.50,PERIBUS METROPOLITANO SA DE CV,
2023,1,2023,MI MACRO PERIFERICO,AMG,MP-A08-R,8,$4.00,OPERADORA MACROBUS SA DE CV,
2023,1,2023,MI MACRO PERIFERICO,AMG,MP-A09-P,0,,PERIBUS METROPOLITANO SA DE CV,
2023,1,2023,MI MACRO PERIFERICO,AMG,MP-A09-R,413,$206.50,OPERADORA MACROBUS SA DE CV,
2023,1,2023,MI MACRO PERIFERICO,AMG,MP-A10-P,0,,PERIBUS METROPOLITANO SA DE CV,
2023,1,2023,MI MACRO PERIFERICO,AMG,MP-A10-R,0,,OPERADORA MACROBUS SA DE CV,
2023,1,2023,MI MACRO PERIFERICO,AMG,MP-C01-P,403859,"$201,929.50",PERIBUS METROPOLITANO SA DE CV,
2023,1,2023,MI MACRO PERIFERICO,AMG,MP-C01-R,4989,"$2,494.50",OPERADORA MACROBUS SA DE CV,
2023,1,2023,MI MACRO PERIFERICO,AMG,MP-C02-P,18136,"$9,068.00",PERIBUS METROPOLITANO SA DE CV,
2023,1,2023,MI MACRO PERIFERICO,AMG,MP-C02-R,270902,"$135,451.00",OPERADORA MACROBUS SA DE CV,
2023,1,2023,MI MACRO PERIFERICO,AMG,MP-C03-R,107702,"$53,851.00",OPERADORA MACROBUS SA DE CV,
2023,1,2023,MI MACRO PERIFERICO,AMG,MP-NI-P,0,,PERIBUS METROPOLITANO SA DE CV,
2023,1,2023,MI MACRO PERIFERICO,AMG,MP-NI-R,0,,OPERADORA MACROBUS SA DE CV,
2023,1,2023,MI MACRO PERIFERICO,AMG,MP-T0,3352530,"$1,676,265.00",PERIBUS METROPOLITANO SA DE CV / OPERADORA MACROBUS SA DE CV,
2023,1,2023,MI MACRO PERIFERICO,AMG,MP-A05-2-R,0,,OPERADORA MACROBUS SA DE CV,
2023,1,2023,MI MACRO PERIFERICO,AMG,MP-A07-R,0,,OPERADORA MACROBUS SA DE CV,
2023,1,2023,MI MACRO PERIFERICO,AMG,MP-C03-P,0,,PERIBUS METROPOLITANO SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C-107,66279,"$33,139.50",MOVILIDAD Y DIGNIDAD SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C01,316667,"$158,333.50",ALIANZA OBLATOS COLONIAS SA DE CV,
2023,2,2023,MI TRANSPORTE,CIUDAD GUZMAN,C01-CDG,58026,"$29,013.00",CAZEV SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C02,259387,"$129,693.50",PASAJEROS DE OBLATOS SA DE CV,
2023,2,2023,MI TRANSPORTE,CIUDAD GUZMAN,C02-CDG,45277,"$22,638.50",CAZEV SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C03,322999,"$161,499.50",OPERADORA ALIANZA MEXICALTZINGO,
2023,2,2023,MI TRANSPORTE,CIUDAD GUZMAN,C03-CDG,57871,"$28,935.50",CAZEV SA DE CV,
2023,2,2023,MI TRANSPORTE,CIUDAD GUZMAN,C04-CDG,50721,"$25,360.50",CAZEV SA DE CV,
2023,2,2023,MI TRANSPORTE,TEPATITLAN,C04-TEP,9164,"$4,582.00",TEPABUS SA DE CV,
2023,2,2023,MI TRANSPORTE,CIUDAD GUZMAN,C05-CDG,34552,"$17,276.00",CAZEV SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C06-1,157956,"$78,978.00",RUTA 136A CENTRO SAN PEDRITO S DE RL DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C09,333344,"$166,672.00",ALIANZA DE TRANSPORTISTAS DE NORTE Y SUR SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C10,136032,"$68,016.00",EXCELENCIA EN TRANSPORTACION NORTE Y SUR SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C103,0,$0.00,SERVICIOS COORDINADOS TLAJOMULCO TIMOS SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C104,538291,"$269,145.50",RUTA 629 TRANSPORTES PUBLICO COORDINADO SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C105,288161,"$144,080.50",TRANSPORTES ROGAN PLUS SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C106,89941,"$44,970.50",TRANSPORTES ROGAN PLUS SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C108,358292,"$179,146.00",VANGUARDIA Y CAMBIO SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C111,133158,"$66,579.00",RUTA COMPLEMENTARIA C111 SAPI DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C111-2,90508,"$45,254.00",RUTA COMPLEMENTARIA C111 2 SAPI DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C111-V3,128102,"$64,051.00",TRONCAL 13 SOLIDARIDAD SAPI DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C113,0,$0.00,TRANSPORJAL SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C114-V1,54744,"$27,372.00",TRANSPORTE PUBLICO ESTRUCTURADO SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C115,520697,"$260,348.50",RUTA 623 GDL SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C116,118757,"$59,378.50",TRANSPORTES TRUPEG S DE RL DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C119,155656,"$77,828.00",COORDINADORA DEL TRANSPORTE TAPATIOS S DE RL DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C12,214566,"$107,283.00",SANITAMAX SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C120,744441,"$372,220.50",R25 URBANOS SAPI DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C121A,495958,"$247,979.00",GRUPO TRANSPORTES UNIDOS ZMG SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C123V1,421289,"$210,644.50",OPERADORA ALIANZA CENTRO COLONIAS SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C124,41519,"$20,759.50",TRANSPORTE EN LINEA DE GUADALAJARA SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C125V2,322078,"$161,039.00",AUTOTRANSPORTES SANVER SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C129,126494,"$63,247.00",AUTOTRANSPORTES SANVER SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C135,92186,"$46,093.00",VANGUARDIA Y CAMBIO SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C136,55666,"$27,833.00",ECOBUSES TAPATIOS 2020 SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C14,339268,"$169,634.00",ALIANZA DE CONCESIONARIOS RUTA 175 A S DE RL DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C15,455934,"$227,967.00",TRANSPORTE URBANO DE JALISCO SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C16,58702,"$29,351.00",RUTAS MODERNAS 602 SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C17,232940,"$116,470.00",RUTA EMPRESA ALIANZA SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C18,131270,"$65,635.00",MILHER AUTOBUSES SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C21,135723,"$67,861.50",RUTA MODERNA 602 SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C23,163802,"$81,901.00",TRANSPORTE MODERNO DE JALISCO SAPI DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C24,115426,"$57,713.00",MOVILIDAD Y DIGNIDAD SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C27,431131,"$215,565.50",RUTA 605 TONALA SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C28,222983,"$111,491.50",RUTA 608 SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C29,662451,"$331,225.50",UNION DE TRANSPORTE COLECTIVO DE GUADALAJARA SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C30,294335,"$147,167.50",TRANSPORTES DE LA PLATA RUTA 611 S DE RL DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C31,82627,"$41,313.50",UNION DE TRANSPORTISTAS MEXICANOS R616 S DE RL DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C32,0,$0.00,RUTA 639 ALAMEDAS SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C33,305793,"$152,896.50",TRANURBA R142 SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C36,0,$0.00,TRANSPORTE DE JALISCO RUTA 612 SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C37,744872,"$372,436.00",ASOCIACION DE TRANSPORTISTAS DE LA RUTA 614 SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C38,182854,"$91,427.00",TRANSPORTE SUBROGADO DEL ARIENTE SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C39,144338,"$72,169.00",TRANSPORTE SUBROGADO DEL ARIENTE SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C40,84142,"$42,071.00",RUTA 619 GUADALAJARA TLAJOMULCO SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C41,0,$0.00,RUTA 619 GUADALAJARA TLAJOMULCO SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C42,0,$0.00,RUTA 624 CENTRAL VIEJA EL BRISEÑO S DE RL DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C43,391268,"$195,634.00",TRANSPORTES RIO BLANCO VALDEPEÑAS S DE RL DE DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C44,93454,"$46,727.00",TRANSPORTE URBANO C45 SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C45,144550,"$72,275.00",TRANSPORTE URBANO C45 SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C46,585911,"$292,955.50",TRANSPORTISTAS R643 SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C47-V1,0,$0.00,AUTOTRANSPORTES URBANOS 644A S DE RL DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C47-V2,114340,"$57,170.00",AUTOTRANSPORTES URBANOS 644A S DE RL DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C48,149511,"$74,755.50",TRANSPORTE GDL TLAQ EL SALTO Y TRAJOMULCO SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C49V1,0,$0.00,TRANSPORTES MIRASOL S DE RL DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C49V2,33295,"$16,647.50",TRANSPORTES MIRASOL S DE RL DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C49V3,76629,"$38,314.50",TRANSPORTES MIRASOL S DE RL DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C50V2,0,$0.00,TRANSPORTES MIRASOL S DE RL DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C51V1,0,$0.00,TRANSPORTES MIRASOL S DE RL DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C51V2,0,$0.00,TRANSPORTES MIRASOL S DE RL DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C52,137485,"$68,742.50",TRANSPORTACION URBANA METROPOLITANA SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C58,252183,"$126,091.50",TRANSPORTE ZONA METROPOLITANA GUADALAJARA TLAQUEPAQUE TONALA EL SALTO SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C60,173030,"$86,515.00",TRANSPORTE ZONA METROPOLITANA GUADALAJARA TLAQUEPAQUE TONALA EL SALTO S A DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C61,89979,"$44,989.50",TRANSPORTE ZONA METROPOLITANA GUADALAJARA TLAQUEPAQUE TONALA EL SALTO SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C62,183104,"$91,552.00",LOGISTICA INNOVATIVA DE CAMIONES Y ENLACES SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C63,156320,"$78,160.00",LOGISTICA INNOVATIVA DE CAMIONES Y ENLACES SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C64,203320,"$101,660.00",MODELO INNOVADORA R27 R27A S DE RL DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C65,129969,"$64,984.50",RUTA 27 Y 27A SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C67-V1,277842,"$138,921.00",TRANSPORTE URBANO TLAJOMULCO S DE RL DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C67-V2,311369,"$155,684.50",TRANSPORTE URBANO TLAJOMULCO S DE RL DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C69,0,$0.00,PUNTO DE ENCUENTRO 321 S DE RL DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C71,172760,"$86,380.00",TRANSPORTE PUBLICO ESTRUCTURADO SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C72,180041,"$90,020.50",TRANSPORTES 170B SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C73,341063,"$170,531.50",MOVILIDAD URBANA CENTINELA INDIGENA SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C74,0,$0.00,MOVILIDAD COORDINADA DE ZAPOPAN JALISCO DE LA RUTA 101 SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C75,531489,"$265,744.50",TRANSPORTES DE LA PLATA RUTA 611 S DE RL DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C76,130888,"$65,444.00",TRANSPORJAL SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C77,201563,"$100,781.50",RUTA 623A TESORO CANTAROS S DE RL DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C78,332811,"$166,405.50",619A Y ASOCIADOS S DE RL DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C79,272708,"$136,354.00",TRANSPORTES EMPRESARIALES 640 SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C81-1,308522,"$154,261.00",AUTOBUSES URBANOS TABACHINES S DE RL DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C82-1,386535,"$193,267.50",AUTOBUSES URBANOS TABACHINES S DE RL DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C83,168729,"$84,364.50",TRANSPORTE GDL TLAQ EL SALTO Y TRAJOMULCO SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C84,486209,"$243,104.50",AUTOBUSES URBANOS TABACHINES S DE RL DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C85,229286,"$114,643.00",AUTOBUSES URBANOS TABACHINES S DE RL DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C86,331498,"$165,749.00",LOGISTICA INNOVATIVA DE CAMIONES Y ENLACES SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C87,142825,"$71,412.50",TRANSPORTACIO URBANA METROPOLITANA SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C88,78131,"$39,065.50",VANGUARDIA Y CAMBIO SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C90,10765,"$5,382.50",VANGUARDIA Y CAMBIO SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C91,9018,"$4,509.00",VANGUARDIA Y CAMBIO SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C93,3030,"$1,515.00",VANGUARDIA Y CAMBIO SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C97-V1,134110,"$67,055.00",TRANSPORTACIONES ELITE R275 S DE RL DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C99,63758,"$31,879.00",TRANSPORTE PUBLICO ESTRUCTURADO SA DE CV,
2023,2,2023,MI TRANSPORTE,CIUDAD GUZMAN,SB01-CDG,22493,"$11,246.50",CAZEV SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T01,375419,"$187,709.50",TRANSPORTE INTEGRADO ALIANZA SA DE CV,
2023,2,2023,MI TRANSPORTE,CIUDAD GUZMAN,T01-CDG,28104,"$14,052.00",CAZEV SA DE CV,
2023,2,2023,MI TRANSPORTE,CIUDAD GUZMAN,T02-CDG,52738,"$26,369.00",CAZEV SA DE CV,
2023,2,2023,MI TRANSPORTE,TEPATITLAN,T02-TEP,3857,"$1,928.50",TEPABUS SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T04A-01,1277958,"$638,979.00",CORREDOR LAZARO CARDENAS RUTA 646 SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T04B,665835,"$332,917.50",EXCELENCIA EN TRANSPORTACION TLAQUEPAQUE SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T06-03,191658,"$95,829.00",RUTA COMPLEMENTARIA DE OCCIDENTE SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T06-1,238704,"$119,352.00",RUTA TRANCAL DE OCCIDENTE SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T06-2,313921,"$156,960.50",ALIANZA COORDINADO SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T06-C01,85532,"$42,766.00",MILHER AUTOBUSES SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T07,71973,"$35,986.50",TRONCAL ENRIQUE DIAZ DE LEON SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T07-C01,162712,"$81,356.00",TRANSPORTE MODERNO EJE NORTE SUR S DE RL DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T08,787222,"$393,611.00",TRONCAL AMERICAS S DE RL DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T08-C01,149500,"$74,750.00",TRONCAL AMERICAS S DE RL DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T09,685295,"$342,647.50",TRANSPORTISTAS RUTA 604 SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T10,155534,"$77,767.00",RUTA 626 GDL SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T10-C01,128142,"$64,071.00",MOVILIDAD INTERURBANA METROPOLITANA SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T10-C02,127045,"$63,522.50",MOVILIDAD INTERURBANA METROPOLITANA SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T10-C03,71189,"$35,594.50",RUTA 626 GDL SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T11A,315929,"$157,964.50",MOVILIDAD ZAPOPAN GUADALAJARA SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T11A-C01,163961,"$81,980.50",MOVILIDAD ZAPOPAN GUADALAJARA SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T11A-C02,259902,"$129,951.00",MOVILIDAD ZAPOPAN GUADALAJARA SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T11A-C03,220314,"$110,157.00",MOVILIDAD ZAPOPAN GUADALAJARA SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T11B-C01,266661,"$133,330.50",RUTA 55 SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T13-C01-10,75575,"$37,787.50",TRANSBUS EL SALTO SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T13A-1,104807,"$52,403.50",TRANSBUS EL SALTO SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T13A-2,100261,"$50,130.50",TRANSBUS EL SALTO SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T13A-C03-3,61402,"$30,701.00",TRANSBUS EL SALTO SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T13A-C03-4,56091,"$28,045.50",TRANSBUS EL SALTO SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T13B-5,264019,"$132,009.50",TRANSBUS EL SALTO SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T13B-6,253403,"$126,701.50",TRANSBUS EL SALTO SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T13B-C02-8,18993,"$9,496.50",TRANSBUS EL SALTO SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T13C-9,221253,"$110,626.50",TRANSBUS EL SALTO SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T13C-C01-11,25233,"$12,616.50",TRANSBUS EL SALTO SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T13C-C02-12,38529,"$19,264.50",TRANSBUS EL SALTO SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T13C-C02-13,23685,"$11,842.50",TRANSBUS EL SALTO SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T13C-C02-14,56968,"$28,484.00",TRANSBUS EL SALTO SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T14A-C02,218281,"$109,140.50",RUTAS OPTIMIZADAS DE GUADALAJARA SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T14A-C04,370447,"$185,223.50",TRANSPORTE URBANO MEXICALTZINGO SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T14B-C02,107377,"$53,688.50",GRUPO TRANSPORTES UNIDOS ZMG SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T15-1,457963,"$228,981.50",OPERADORA DE SERVICIO 231C SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T15-C04,47156,"$23,578.00",TRANSPORTES ZAPCON SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T15-C05,73361,"$36,680.50",UNION DE TRANSPORTISTAS TLAXICONXINGO S DE RL DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T15-C06,23422,"$11,711.00",UNION DE TRANSPORTISTAS TLAXICONXINGO S DE RL DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T15-C1,231256,"$115,628.00",TRANSPORTES URBANOS DE CALIDAD T15 SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T15-C2,198548,"$99,274.00",TRANSPORTES URBANOS DE CALIDAD T15 SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T15-C3,23124,"$11,562.00",TRANSPORTES URBANOS DE CALIDAD T15 SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T16A-C01,121204,"$60,602.00",VANGUARDIA Y CAMBIO SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T16B-1,13242,"$6,621.00",SERVICIOS URBANOS DE TRANSPORTE APH S DE RL DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T16B-C02,118471,"$59,235.50",VANGUARDIA Y CAMBIO SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T16B-C03,513250,"$256,625.00",MOVILIDAD URBANA INTERMUNICIPAL DE OCCIDENTE SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T16B-C06,180093,"$90,046.50",RUTA 24 A SOCIEDAD COOPERATIVA DE RESPONSABILIDAD LIMITADA DE CAPITAL VARIABLE,
2023,2,2023,MI TRANSPORTE,AMG,T16B-C07,161532,"$80,766.00",RUTA 24 A SOCIEDAD COOPERATIVA DE RESPONSABILIDAD LIMITADA DE CAPITAL VARIABLE,
2023,2,2023,MI TRANSPORTE,AMG,T16B-C08,156912,"$78,456.00",RUTA 24 A SOCIEDAD COOPERATIVA DE RESPONSABILIDAD LIMITADA DE CAPITAL VARIABLE,
2023,2,2023,MI TRANSPORTE,AMG,T17,577582,"$288,791.00",TRANSPORTES ZAPOPAN RUTA 632 SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T17-1,168490,"$84,245.00",TRANSPORTES ZAPOPAN RUTA 632 SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T18-1A,756225,"$378,112.50",FEDERALISMO 622 SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T18-1B,902731,"$451,365.50",TRANSPORTISTAS UNIDOS TRONCAL DIECIOCHO S DE RL DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C34,0,,RUTA 51 ZONA ORIENTE S DE RL DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C35,0,,RUTA 51 ZONA ORIENTE S DE RL DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C130,0,,TRANSPORTES TLAJOMULCO SERVICIO VILLEGAS SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C-54,0,,RUTA COMPLEMENTARIA C111 2 SAPI DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C97-V2,0,,SJG DEL 15 S DE RL DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T02,0,,ALIANZA CAMIONERA TLAQUEPAQUE SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T14B,0,,CONCESIONARIOS UNIDOS NORTE SUR DE RL DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T14B-C01,0,,COORDINADORA DEL TRANSPORTE TAPATIOS S DE RL DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T14A,0,,CORREDOR METROPOLITANO DE JALISCO SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C07-01,0,,FAHER TRASNPORTISTAS S DE RL DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T17-C01,0,,GREEN BUS SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C96-V1,0,,MOVILIDAD URBANA SAN MARTIN S DE RL DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C08,0,,MOVIMIENTO EN PUNTO JIRA S DE RL DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T13,0,,#N/D,
2023,2,2023,MI TRANSPORTE,AMG,T11B,0,,RUTA 55 SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C102,0,,SERVICIOS COORDINADOS TLAJOMULCO TIMOS SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,T16B-C01,0,,SERVICIOS URBANOS DE TRANSPORTE APH S DE RL DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C110,0,,SERVITRANSPORTE METROPOLITANO SA DE CV,
2023,2,2023,MI TRANSPORTE,TEPATITLAN,C01-TEP,0,,TEPABUS SA DE CV,
2023,2,2023,MI TRANSPORTE,TEPATITLAN,C02-TEP,0,,TEPABUS SA DE CV,
2023,2,2023,MI TRANSPORTE,TEPATITLAN,C03-TEP,0,,TEPABUS SA DE CV,
2023,2,2023,MI TRANSPORTE,TEPATITLAN,T01-TEP,0,,TEPABUS SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C80-V1,0,,TRANSPORTES MACROPERIFERICO SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C80-V2,0,,TRANSPORTES MACROPERIFERICO SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C50-V1,0,,TRANSPORTES MIRASOL S DE RL DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C128A-V2,0,,TRANSPORTES SUB URBANOS GUADALAJARA SANTA ANITA SA DE CV,
2023,2,2023,MI TRANSPORTE,AMG,C118,0,,TVO62 SA DE CV,
2023,2,2023,MI MACRO CALZADA,AMG,AMC03,18260,"$9,130.00",OPERADORA MACROBUS SA DE CV,
2023,2,2023,MI MACRO CALZADA,AMG,AMC05,25095,"$12,547.50",OPERADORA MACROBUS SA DE CV,
